#{"env_id": "Humanoid-v2", "t_start": 1536444710.4987597}
r,l,t
80.874292,17,1.184316
109.072083,23,1.215564
128.289336,28,1.246815
84.43584,18,1.262441
106.178154,22,1.278065
112.704328,23,1.309315
111.526091,24,1.340565
81.015232,17,1.35619
84.691988,18,1.371814
183.319847,37,1.403064
96.032981,20,1.434314
81.24884,17,1.449939
95.391523,20,1.465564
102.241985,21,1.496814
82.539554,17,1.512439
85.529644,18,1.528064
126.098246,26,1.559314
79.512998,17,1.574939
97.716103,20,1.590564
97.169611,20,1.606189
87.07777,18,1.621814
122.453188,26,1.653063
76.757748,16,1.668688
74.80075,16,1.684313
124.433266,28,1.715563
76.59783,16,1.731188
76.352757,16,1.746813
114.858925,24,1.778063
80.081528,17,1.793688
83.735194,19,1.809313
81.34933,17,1.824938
108.050795,23,1.856188
80.595302,17,1.876941
86.011436,18,1.895681
81.640644,17,1.911307
118.723982,25,1.926932
139.643067,30,1.958181
91.4377,19,1.989431
85.898664,18,2.005057
84.029316,18,2.020682
94.068368,21,2.036307
79.64992,17,2.051932
76.682967,16,2.067558
81.022369,17,2.083182
158.229614,34,2.130056
125.456753,26,2.145681
76.37489,16,2.161306
92.312536,19,2.176931
80.569823,17,2.208181
132.305107,29,2.23943
141.530805,29,2.27068
119.407933,25,2.286305
167.214858,36,2.333181
81.274441,17,2.348805
128.192428,26,2.36443
96.881068,22,2.39568
108.645666,23,2.411305
146.056847,31,2.45818
100.083596,21,2.473805
81.054199,17,2.489431
75.367845,16,2.505055
145.830453,30,2.536305
132.245652,27,2.575176
167.070936,35,2.609474
75.652403,16,2.625099
160.670364,34,2.656349
75.68585,16,2.671974
128.537727,26,2.703224
80.328905,17,2.718849
80.97421,17,2.734474
110.876309,24,2.765724
102.470135,22,2.781349
92.189876,19,2.796974
76.231036,16,2.812598
85.839929,18,2.843848
82.232768,18,2.859473
210.560383,48,2.906348
88.096837,19,2.921973
119.477803,26,2.953223
159.222162,33,3.000098
83.56905,18,3.015723
146.946267,32,3.046972
113.845138,27,3.078223
107.424953,23,3.093848
81.249689,17,3.109473
75.023874,16,3.125098
70.836243,15,3.140722
185.967578,42,3.187597
81.003472,17,3.203223
75.375528,16,3.218847
81.316024,17,3.250097
102.73651,22,3.265722
85.161028,18,3.281347
78.402857,17,4.671421
105.515001,22,4.687046
81.49042,17,4.718296
136.282513,29,4.749545
115.021465,25,4.76517
91.467693,19,4.780796
95.587945,21,4.812045
81.358265,17,4.82767
118.834144,25,4.858921
83.001346,18,4.874546
114.268092,25,4.89017
115.05772,24,4.921419
92.016102,20,4.937044
88.704186,18,4.968295
88.615434,19,4.98392
85.740428,18,4.999544
81.049358,17,5.015169
81.7659,17,5.030794
129.310029,28,5.062044
113.302208,23,5.093294
168.128945,37,5.124544
111.667708,23,5.155794
72.883358,16,5.171419
122.008597,26,5.202668
75.543908,16,5.218294
76.573957,16,5.233918
81.35625,17,5.249544
110.288294,24,5.265169
100.587421,22,5.296418
126.46826,28,5.327668
81.375208,17,5.343293
101.308511,21,5.358919
89.811309,19,5.374543
87.953075,18,5.405793
93.377899,20,5.421418
89.267994,19,5.437043
150.971413,34,5.483918
91.139366,21,5.499543
161.791616,36,5.530792
120.310131,25,5.571289
81.320938,17,5.577345
86.514577,18,5.59297
159.169612,32,5.639845
84.696612,18,5.65547
154.801615,34,5.686721
94.109662,20,5.702345
111.543447,23,5.733595
108.852372,23,5.74922
132.92183,29,5.780471
105.671618,22,5.81172
94.83694,20,5.827346
81.377348,17,5.842971
110.118907,22,5.874219
121.519354,25,5.905469
97.551844,20,5.921094
106.213434,22,5.936719
146.611005,31,5.967969
112.595593,25,5.999219
80.109405,17,6.014845
90.912854,19,6.046094
120.790682,28,6.077344
132.633278,28,6.092969
106.815944,24,6.124219
157.971917,32,6.155468
164.250112,33,6.202343
81.770718,17,6.217969
111.247636,25,6.249218
98.625816,20,6.264844
124.731585,26,6.296093
85.491909,18,6.311719
157.715831,33,6.342968
150.191001,32,6.374218
105.091297,22,6.405468
80.932668,17,6.421093
87.522779,19,6.436718
74.874903,16,6.452343
111.770109,25,6.483593
81.044695,17,6.499218
87.766328,19,6.530467
106.642795,22,6.546093
80.806037,17,6.561718
121.952213,28,6.592967
94.606248,20,6.624217
84.28993,18,6.639843
94.125359,20,6.655468
161.58293,34,6.686717
145.6094,31,6.733591
193.549925,41,6.764842
86.302674,18,6.796091
75.064979,16,6.811717
88.826245,19,8.046088
75.379878,16,8.061714
113.374726,25,8.092963
99.933592,21,8.124213
118.400314,24,8.139838
83.768592,18,8.155463
165.264369,34,8.202338
85.617602,18,8.217963
82.278715,18,8.233587
99.641878,21,8.264837
169.857138,36,8.296087
127.823752,26,8.327337
125.530969,27,8.358587
86.647267,18,8.374212
92.009317,19,8.389837
120.172244,27,8.421087
137.424971,28,8.452337
76.767741,16,8.467962
117.358201,24,8.499213
84.850589,18,8.514838
79.035029,17,8.530461
105.065238,22,8.561711
119.493044,27,8.592961
86.795619,18,8.608586
89.976738,19,8.624211
126.210027,25,8.655461
128.240979,28,8.686711
158.404005,33,8.717961
80.448813,17,8.733586
141.24521,32,8.780461
90.102422,19,8.796086
91.519754,19,8.81171
171.698558,34,8.858585
146.332207,32,8.889835
81.658862,17,8.90546
75.190264,16,8.921085
89.749562,19,8.952335
75.056664,16,8.96796
91.116918,19,8.983585
133.153377,31,9.014835
116.764104,24,9.046084
117.974553,25,9.06171
92.868936,20,9.09296
123.786186,25,9.124209
79.057736,17,9.139834
102.491554,22,9.155459
177.112249,36,9.202334
75.703622,16,9.217959
188.35635,38,9.249209
93.884962,19,9.280459
81.289765,17,9.296084
121.792099,25,9.311709
107.861895,23,9.342959
96.72514,23,9.358584
161.031865,33,9.405459
103.443306,23,9.421083
110.013378,23,9.452333
99.333873,21,9.467958
91.50221,19,9.483583
122.179156,26,9.514833
176.587844,38,9.56171
108.539418,23,9.577335
